0x0f00,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdnoop_wired
0x0f00,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdnoop_wifi
0x0f01,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdnoopstring_wired
0x0f01,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdnoopstring_wifi
0x0f02,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdtestcmd1_wired
0x0f02,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdtestcmd1_wifi
0x0f03,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdcleartracking_wired
0x0f03,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,CommandDispatcher_Cmdcleartracking_wifi
0x0f00,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogseteventreportfilter_wired
0x0f00,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogseteventreportfilter_wifi
0x0f01,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogseteventsendfilter_wired
0x0f01,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogseteventsendfilter_wifi
0x0f02,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogdumpeventlog_wired
0x0f02,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogdumpeventlog_wifi
0x0f03,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogsetidfilter_wired
0x0f03,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogsetidfilter_wifi
0x0f04,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogdumpfilterstate_wired
0x0f04,Independent,Firmware debugging command.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,ActiveLogger_Alogdumpfilterstate_wifi
0x0f00,Independent,A command to force an IMU data.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,Imu_ImuReportData_wired
0x0f00,Independent,A command to force an IMU data.,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,Imu_ImuReportData_wifi
0x0f01,Independent,A command to turn on the IMU hardware,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,Imu_ImuTurnOn_wired
0x0f01,Independent,A command to turn on the IMU hardware,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,Imu_ImuTurnOn_wifi
0x0f02,Independent,A command to turn off the IMU hardware,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,Imu_ImuTurnOff_wired
0x0f02,Independent,A command to turn off the IMU hardware,During surface checkout phase on the SPACECRAFT and following deployment from the SPACECRAFT.,Imu_ImuTurnOff_wifi
0x0f00,Independent,Set the control constants for the electrical current controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McCurrentPid_wired
0x0f00,Independent,Set the control constants for the electrical current controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McCurrentPid_wifi
0x0f01,Independent,Set the control constants for the speed controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McSpeedPid_wired
0x0f01,Independent,Set the control constants for the speed controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McSpeedPid_wifi
0x0f02,Independent,Set the control constants for the position controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McPositionPid_wired
0x0f02,Independent,Set the control constants for the position controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McPositionPid_wifi
0x0f03,Independent,Set the acceleration and deceleration windows for the controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McAcceleration_wired
0x0f03,Independent,Set the acceleration and deceleration windows for the controller of the specified motor.,Following deployment from the SPACECRAFT.,MotorControl_McAcceleration_wifi
